id,recipe_number,recipe_name,short_name,station,menu_portion_size,menu_portion_weight_g,gtin,sell_price,kcal_per_100g,color,kcal,fat_g,carbohydrates_g,total_sugars_g,protein_g,nutrition_summary,embedding_text
food_81293_2_886721417217,81293.2,Canteen BMW: Beef Bourguignon,beef bourguignon,Main Dish- Entrée,9 ounce,303.366,886721417217,6.43,146.9782375,YELLOW,445.882,17.721,11.43,2.348,53.957,"Kcal/100g: 146.9782375, Kcal: 445.882, Fat (g): 17.721, Carbohydrates (g): 11.43, Sugars (g): 2.348, Protein (g): 53.957","Recipe Canteen BMW: Beef Bourguignon. Short name beef bourguignon. Station Main Dish- Entrée. Portion 9 ounce with weight 303.366 grams. Sell price 6.43 dollars. Color tag YELLOW. Kcal/100g: 146.9782375, Kcal: 445.882, Fat (g): 17.721, Carbohydrates (g): 11.43, Sugars (g): 2.348, Protein (g): 53.957."
food_156268_1_886721372264,156268.1,Canteen BMW: Traditional Beef Lasagna,Beef Lasagna,Main Dish- Entrée,9 oz portion,270.22,886721372264,6.43,162.2559396,YELLOW,438.448,22.718,28.887,7.878,28.514,"Kcal/100g: 162.2559396, Kcal: 438.448, Fat (g): 22.718, Carbohydrates (g): 28.887, Sugars (g): 7.878, Protein (g): 28.514","Recipe Canteen BMW: Traditional Beef Lasagna. Short name Beef Lasagna. Station Main Dish- Entrée. Portion 9 oz portion with weight 270.22 grams. Sell price 6.43 dollars. Color tag YELLOW. Kcal/100g: 162.2559396, Kcal: 438.448, Fat (g): 22.718, Carbohydrates (g): 28.887, Sugars (g): 7.878, Protein (g): 28.514."
food_310_11_886721414612,310.11,Canteen BMW: Cubed Steak,Cubed Steak,Main Dish- Entrée,1 serving(s),339.663,886721414612,6.43,177.7641368,YELLOW,603.799,23.971,30.944,2.84,62.347,"Kcal/100g: 177.7641368, Kcal: 603.799, Fat (g): 23.971, Carbohydrates (g): 30.944, Sugars (g): 2.84, Protein (g): 62.347","Recipe Canteen BMW: Cubed Steak. Short name Cubed Steak. Station Main Dish- Entrée. Portion 1 serving(s) with weight 339.663 grams. Sell price 6.43 dollars. Color tag YELLOW. Kcal/100g: 177.7641368, Kcal: 603.799, Fat (g): 23.971, Carbohydrates (g): 30.944, Sugars (g): 2.84, Protein (g): 62.347."
food_9013_6_886721414599,9013.6,Canteen BMW: Country Fried Steak with Gravy,Country Fried Steak,Main Dish- Entrée,2 each,353.652,886721414599,6.43,190.0,ORANGE,663.946,33.894,19.291,1.313,23.7,"Kcal/100g: 190.0, Kcal: 663.946, Fat (g): 33.894, Carbohydrates (g): 19.291, Sugars (g): 1.313, Protein (g): 23.7","Recipe Canteen BMW: Country Fried Steak with Gravy. Short name Country Fried Steak. Station Main Dish- Entrée. Portion 2 each with weight 353.652 grams. Sell price 6.43 dollars. Color tag ORANGE. Kcal/100g: 190.0, Kcal: 663.946, Fat (g): 33.894, Carbohydrates (g): 19.291, Sugars (g): 1.313, Protein (g): 23.7."
food_22582_886721109228,22582,Savannah Meatloaf,Savannah Meatloaf,Main Dish- Entrée,6 ounce,154.443,886721109228,6.43,190.0,ORANGE,292.496,16.336,15.643,4.496,19.894,"Kcal/100g: 190.0, Kcal: 292.496, Fat (g): 16.336, Carbohydrates (g): 15.643, Sugars (g): 4.496, Protein (g): 19.894","Recipe Savannah Meatloaf. Short name Savannah Meatloaf. Station Main Dish- Entrée. Portion 6 ounce with weight 154.443 grams. Sell price 6.43 dollars. Color tag ORANGE. Kcal/100g: 190.0, Kcal: 292.496, Fat (g): 16.336, Carbohydrates (g): 15.643, Sugars (g): 4.496, Protein (g): 19.894."
food_172245_194306382738,172245,Canteen BMW: Hanchenkeulen,Hanchenkeulen,German- Main,6 ounce,263.248,194306382738,7.0,250.067237,ORANGE,658.297,39.48,1.757,0.741,69.943,"Kcal/100g: 250.067237, Kcal: 658.297, Fat (g): 39.48, Carbohydrates (g): 1.757, Sugars (g): 0.741, Protein (g): 69.943","Recipe Canteen BMW: Hanchenkeulen. Short name Hanchenkeulen. Station German- Main. Portion 6 ounce with weight 263.248 grams. Sell price 7.0 dollars. Color tag ORANGE. Kcal/100g: 250.067237, Kcal: 658.297, Fat (g): 39.48, Carbohydrates (g): 1.757, Sugars (g): 0.741, Protein (g): 69.943."
food_172374_194306458051,172374,Canteen BMW: Rindsbraten,German Beef Roast,German- Main,12 ounce,340.194,194306458051,7.37,121.4727479,GREEN,413.243,16.039,16.924,7.292,47.82,"Kcal/100g: 121.4727479, Kcal: 413.243, Fat (g): 16.039, Carbohydrates (g): 16.924, Sugars (g): 7.292, Protein (g): 47.82","Recipe Canteen BMW: Rindsbraten. Short name German Beef Roast. Station German- Main. Portion 12 ounce with weight 340.194 grams. Sell price 7.37 dollars. Color tag GREEN. Kcal/100g: 121.4727479, Kcal: 413.243, Fat (g): 16.039, Carbohydrates (g): 16.924, Sugars (g): 7.292, Protein (g): 47.82."
food_172294_194306380024,172294,Canteen BMW: Schwenkbraten,Sckwenkbraten,German- Main,6 ounce,324.114,194306380024,7.37,184.2055573,YELLOW,597.036,45.42,10.396,3.344,42.571,"Kcal/100g: 184.2055573, Kcal: 597.036, Fat (g): 45.42, Carbohydrates (g): 10.396, Sugars (g): 3.344, Protein (g): 42.571","Recipe Canteen BMW: Schwenkbraten. Short name Sckwenkbraten. Station German- Main. Portion 6 ounce with weight 324.114 grams. Sell price 7.37 dollars. Color tag YELLOW. Kcal/100g: 184.2055573, Kcal: 597.036, Fat (g): 45.42, Carbohydrates (g): 10.396, Sugars (g): 3.344, Protein (g): 42.571."
food_158277_194306458068,158277,Canteen BMW: Hackbraten,Hackbraten,German- Main,6 oz portion,170.195,194306458068,7.37,197.6738447,ORANGE,336.431,20.689,8.433,1.142,27.59,"Kcal/100g: 197.6738447, Kcal: 336.431, Fat (g): 20.689, Carbohydrates (g): 8.433, Sugars (g): 1.142, Protein (g): 27.59","Recipe Canteen BMW: Hackbraten. Short name Hackbraten. Station German- Main. Portion 6 oz portion with weight 170.195 grams. Sell price 7.37 dollars. Color tag ORANGE. Kcal/100g: 197.6738447, Kcal: 336.431, Fat (g): 20.689, Carbohydrates (g): 8.433, Sugars (g): 1.142, Protein (g): 27.59."
food_5366_886721031529,5366,HC Kielbasa with Sauerkraut and Potatoes,"Kielbasa, Sauerkraut and Potatoes",German- Main,8 ounce,182.205,886721031529,7.37,201.9615269,ORANGE,367.984,30.862,14.122,2.385,10.568,"Kcal/100g: 201.9615269, Kcal: 367.984, Fat (g): 30.862, Carbohydrates (g): 14.122, Sugars (g): 2.385, Protein (g): 10.568","Recipe HC Kielbasa with Sauerkraut and Potatoes. Short name Kielbasa, Sauerkraut and Potatoes. Station German- Main. Portion 8 ounce with weight 182.205 grams. Sell price 7.37 dollars. Color tag ORANGE. Kcal/100g: 201.9615269, Kcal: 367.984, Fat (g): 30.862, Carbohydrates (g): 14.122, Sugars (g): 2.385, Protein (g): 10.568."
food_176001_194306911198,176001,Canteen BMW: Schinkennudeln,Schinkennudeln,German- Main,1 serving(s),320.531,194306911198,7.37,206.2530613,ORANGE,661.105,46.376,33.003,4.092,29.295,"Kcal/100g: 206.2530613, Kcal: 661.105, Fat (g): 46.376, Carbohydrates (g): 33.003, Sugars (g): 4.092, Protein (g): 29.295","Recipe Canteen BMW: Schinkennudeln. Short name Schinkennudeln. Station German- Main. Portion 1 serving(s) with weight 320.531 grams. Sell price 7.37 dollars. Color tag ORANGE. Kcal/100g: 206.2530613, Kcal: 661.105, Fat (g): 46.376, Carbohydrates (g): 33.003, Sugars (g): 4.092, Protein (g): 29.295."
food_179391_886721348498,179391,Canteen BMW: Senfbraten (Mustard Gravy Pork Roast),Senfbraten,German- Main,6 oz meat,155.955,886721348498,7.37,215.5224263,ORANGE,336.118,17.001,3.354,0.782,40.127,"Kcal/100g: 215.5224263, Kcal: 336.118, Fat (g): 17.001, Carbohydrates (g): 3.354, Sugars (g): 0.782, Protein (g): 40.127","Recipe Canteen BMW: Senfbraten (Mustard Gravy Pork Roast). Short name Senfbraten. Station German- Main. Portion 6 oz meat with weight 155.955 grams. Sell price 7.37 dollars. Color tag ORANGE. Kcal/100g: 215.5224263, Kcal: 336.118, Fat (g): 17.001, Carbohydrates (g): 3.354, Sugars (g): 0.782, Protein (g): 40.127."
food_179391_2_886721415442,179391.2,"Canteen BMW: Senfbraten, pork butt",Senfbraten,German- Main,6 ounce,179.669,886721415442,7.37,237.5017393,ORANGE,426.717,25.548,4.122,1.032,42.485,"Kcal/100g: 237.5017393, Kcal: 426.717, Fat (g): 25.548, Carbohydrates (g): 4.122, Sugars (g): 1.032, Protein (g): 42.485","Recipe Canteen BMW: Senfbraten, pork butt. Short name Senfbraten. Station German- Main. Portion 6 ounce with weight 179.669 grams. Sell price 7.37 dollars. Color tag ORANGE. Kcal/100g: 237.5017393, Kcal: 426.717, Fat (g): 25.548, Carbohydrates (g): 4.122, Sugars (g): 1.032, Protein (g): 42.485."
food_32229_18_886721415589,32229.18,"Canteen BMW: Chicken, Broccoli, Alfredo Penne","Chicken, Broccoli, Alfredo Penne",Italian- Entrée,18 oz portion,535.957,886721415589,8.31,113.5341081,GREEN,608.494,9.882,94.078,4.385,34.508,"Kcal/100g: 113.5341081, Kcal: 608.494, Fat (g): 9.882, Carbohydrates (g): 94.078, Sugars (g): 4.385, Protein (g): 34.508","Recipe Canteen BMW: Chicken, Broccoli, Alfredo Penne. Short name Chicken, Broccoli, Alfredo Penne. Station Italian- Entrée. Portion 18 oz portion with weight 535.957 grams. Sell price 8.31 dollars. Color tag GREEN. Kcal/100g: 113.5341081, Kcal: 608.494, Fat (g): 9.882, Carbohydrates (g): 94.078, Sugars (g): 4.385, Protein (g): 34.508."
food_49443_17_886721365846,49443.17,Canteen BMW: Cajun Chicken Pasta,Cajun Chicken Pasta,Italian- Entrée,18 oz portion,667.174,886721365846,8.31,113.3043254,GREEN,755.937,19.529,89.798,11.959,53.433,"Kcal/100g: 113.3043254, Kcal: 755.937, Fat (g): 19.529, Carbohydrates (g): 89.798, Sugars (g): 11.959, Protein (g): 53.433","Recipe Canteen BMW: Cajun Chicken Pasta. Short name Cajun Chicken Pasta. Station Italian- Entrée. Portion 18 oz portion with weight 667.174 grams. Sell price 8.31 dollars. Color tag GREEN. Kcal/100g: 113.3043254, Kcal: 755.937, Fat (g): 19.529, Carbohydrates (g): 89.798, Sugars (g): 11.959, Protein (g): 53.433."
food_4652_886721045182,4652,HC Penne with Sausage and Tomatoes,Penne with Sausage and Tomatoes,Italian- Entrée,18 ounce,509.914,886721045182,8.31,120.1981118,GREEN,612.907,23.883,68.963,14.877,28.031,"Kcal/100g: 120.1981118, Kcal: 612.907, Fat (g): 23.883, Carbohydrates (g): 68.963, Sugars (g): 14.877, Protein (g): 28.031","Recipe HC Penne with Sausage and Tomatoes. Short name Penne with Sausage and Tomatoes. Station Italian- Entrée. Portion 18 ounce with weight 509.914 grams. Sell price 8.31 dollars. Color tag GREEN. Kcal/100g: 120.1981118, Kcal: 612.907, Fat (g): 23.883, Carbohydrates (g): 68.963, Sugars (g): 14.877, Protein (g): 28.031."
food_1960_886721017677,1960,HC Chicken with Pasta and Broccoli,Chicken with Pasta and Broccoli,Italian- Entrée,18 oz portion,494.924,886721017677,8.31,126.6234816,YELLOW,626.69,14.437,71.641,5.279,51.519,"Kcal/100g: 126.6234816, Kcal: 626.69, Fat (g): 14.437, Carbohydrates (g): 71.641, Sugars (g): 5.279, Protein (g): 51.519","Recipe HC Chicken with Pasta and Broccoli. Short name Chicken with Pasta and Broccoli. Station Italian- Entrée. Portion 18 oz portion with weight 494.924 grams. Sell price 8.31 dollars. Color tag YELLOW. Kcal/100g: 126.6234816, Kcal: 626.69, Fat (g): 14.437, Carbohydrates (g): 71.641, Sugars (g): 5.279, Protein (g): 51.519."
food_153986_1_886721390992,153986.1,Canteen BMW: Veggie Baked Ziti,Veggie Baked Ziti,Italian- Entrée,18 ounce,510.291,886721390992,8.31,129.1533654,YELLOW,659.058,21.279,83.396,8.805,35.1,"Kcal/100g: 129.1533654, Kcal: 659.058, Fat (g): 21.279, Carbohydrates (g): 83.396, Sugars (g): 8.805, Protein (g): 35.1","Recipe Canteen BMW: Veggie Baked Ziti. Short name Veggie Baked Ziti. Station Italian- Entrée. Portion 18 ounce with weight 510.291 grams. Sell price 8.31 dollars. Color tag YELLOW. Kcal/100g: 129.1533654, Kcal: 659.058, Fat (g): 21.279, Carbohydrates (g): 83.396, Sugars (g): 8.805, Protein (g): 35.1."
food_15935_11_886721384878,15935.11,EUR: Whole Wheat Pasta Primavera,whole wheat pasta primavera,Italian- Entrée,16 ounce,453.592,886721384878,8.31,130.4355015,YELLOW,591.645,29.584,74.653,8.071,15.357,"Kcal/100g: 130.4355015, Kcal: 591.645, Fat (g): 29.584, Carbohydrates (g): 74.653, Sugars (g): 8.071, Protein (g): 15.357","Recipe EUR: Whole Wheat Pasta Primavera. Short name whole wheat pasta primavera. Station Italian- Entrée. Portion 16 ounce with weight 453.592 grams. Sell price 8.31 dollars. Color tag YELLOW. Kcal/100g: 130.4355015, Kcal: 591.645, Fat (g): 29.584, Carbohydrates (g): 74.653, Sugars (g): 8.071, Protein (g): 15.357."
food_23882_14_886721415565,23882.14,Canteen BMW: Beef Fettuccine Alfredo,Beef Fettuccine Alfredo,Italian- Entrée,18 oz portion,542.702,886721415565,8.31,133.295068,YELLOW,723.395,26.818,75.019,4.755,42.11,"Kcal/100g: 133.295068, Kcal: 723.395, Fat (g): 26.818, Carbohydrates (g): 75.019, Sugars (g): 4.755, Protein (g): 42.11","Recipe Canteen BMW: Beef Fettuccine Alfredo. Short name Beef Fettuccine Alfredo. Station Italian- Entrée. Portion 18 oz portion with weight 542.702 grams. Sell price 8.31 dollars. Color tag YELLOW. Kcal/100g: 133.295068, Kcal: 723.395, Fat (g): 26.818, Carbohydrates (g): 75.019, Sugars (g): 4.755, Protein (g): 42.11."
food_15931_15_886721009016,15931.15,Canteen BMW: Beef Ziti with Ricotta,Beef Ziti with Ricotta,Italian- Entrée,18 oz portion,556.775,886721009016,8.31,152.7723048,YELLOW,850.598,48.809,38.677,19.587,61.946,"Kcal/100g: 152.7723048, Kcal: 850.598, Fat (g): 48.809, Carbohydrates (g): 38.677, Sugars (g): 19.587, Protein (g): 61.946","Recipe Canteen BMW: Beef Ziti with Ricotta. Short name Beef Ziti with Ricotta. Station Italian- Entrée. Portion 18 oz portion with weight 556.775 grams. Sell price 8.31 dollars. Color tag YELLOW. Kcal/100g: 152.7723048, Kcal: 850.598, Fat (g): 48.809, Carbohydrates (g): 38.677, Sugars (g): 19.587, Protein (g): 61.946."
food_5706_1_886721417262,5706.1,Canteen BMW: Spaghetti with Italian Sausage,Spaghetti with Italian Sausage,Italian- Entrée,18 ounce,514.518,886721417262,8.31,162.0934545,YELLOW,834.0,115.175,382.996,52.314,141.595,"Kcal/100g: 162.0934545, Kcal: 834.0, Fat (g): 115.175, Carbohydrates (g): 382.996, Sugars (g): 52.314, Protein (g): 141.595","Recipe Canteen BMW: Spaghetti with Italian Sausage. Short name Spaghetti with Italian Sausage. Station Italian- Entrée. Portion 18 ounce with weight 514.518 grams. Sell price 8.31 dollars. Color tag YELLOW. Kcal/100g: 162.0934545, Kcal: 834.0, Fat (g): 115.175, Carbohydrates (g): 382.996, Sugars (g): 52.314, Protein (g): 141.595."
food_83067_8_886721414650,83067.8,Canteen BMW: Spaghetti and Meatballs,Spaghetti and Meatballs,Italian- Entrée,18 ounce,510.291,886721414650,8.31,161.6571721,YELLOW,824.922,35.223,85.979,10.116,39.976,"Kcal/100g: 161.6571721, Kcal: 824.922, Fat (g): 35.223, Carbohydrates (g): 85.979, Sugars (g): 10.116, Protein (g): 39.976","Recipe Canteen BMW: Spaghetti and Meatballs. Short name Spaghetti and Meatballs. Station Italian- Entrée. Portion 18 ounce with weight 510.291 grams. Sell price 8.31 dollars. Color tag YELLOW. Kcal/100g: 161.6571721, Kcal: 824.922, Fat (g): 35.223, Carbohydrates (g): 85.979, Sugars (g): 10.116, Protein (g): 39.976."
food_4697_886721044789,4697,HC Sausage and Pepper Pasta Supper,Sausage and Pepper Pasta,Italian- Entrée,18 ounce,514.518,886721044789,8.31,169.5390637,YELLOW,872.309,54.511,56.008,8.776,38.762,"Kcal/100g: 169.5390637, Kcal: 872.309, Fat (g): 54.511, Carbohydrates (g): 56.008, Sugars (g): 8.776, Protein (g): 38.762","Recipe HC Sausage and Pepper Pasta Supper. Short name Sausage and Pepper Pasta. Station Italian- Entrée. Portion 18 ounce with weight 514.518 grams. Sell price 8.31 dollars. Color tag YELLOW. Kcal/100g: 169.5390637, Kcal: 872.309, Fat (g): 54.511, Carbohydrates (g): 56.008, Sugars (g): 8.776, Protein (g): 38.762."
food_47744_10_886721393955,47744.10,Canteen BMW: Pizza Pasta - Sausage and Pepperoni,Sausage and Pepperoni Pizza Pasta,Italian- Entrée,18 oz portion,550.801,886721393955,8.31,173.0572385,YELLOW,953.201,32.242,121.232,10.218,40.724,"Kcal/100g: 173.0572385, Kcal: 953.201, Fat (g): 32.242, Carbohydrates (g): 121.232, Sugars (g): 10.218, Protein (g): 40.724","Recipe Canteen BMW: Pizza Pasta - Sausage and Pepperoni. Short name Sausage and Pepperoni Pizza Pasta. Station Italian- Entrée. Portion 18 oz portion with weight 550.801 grams. Sell price 8.31 dollars. Color tag YELLOW. Kcal/100g: 173.0572385, Kcal: 953.201, Fat (g): 32.242, Carbohydrates (g): 121.232, Sugars (g): 10.218, Protein (g): 40.724."
food_39762_2_886721414667,39762.2,Canteen BMW: Buffalo Blue Chicken Penne,buffalo blue chicken penne,Italian- Entrée,18 ounce,517.349,886721414667,8.31,,ORANGE,1041.988,46.036,108.071,3.715,49.555,"Kcal/100g: NA, Kcal: 1041.988, Fat (g): 46.036, Carbohydrates (g): 108.071, Sugars (g): 3.715, Protein (g): 49.555","Recipe Canteen BMW: Buffalo Blue Chicken Penne. Short name buffalo blue chicken penne. Station Italian- Entrée. Portion 18 ounce with weight 517.349 grams. Sell price 8.31 dollars. Color tag ORANGE. Kcal/100g: NA, Kcal: 1041.988, Fat (g): 46.036, Carbohydrates (g): 108.071, Sugars (g): 3.715, Protein (g): 49.555."
food_47744_12_886721414643,47744.12,Canteen BMW: Baked Ziti with Italian Sausage,Baked Ziti with Italian Sausage,Italian- Entrée,18 ounce,567.239,886721414643,8.31,212.6860107,ORANGE,1206.438,57.544,108.857,5.072,58.618,"Kcal/100g: 212.6860107, Kcal: 1206.438, Fat (g): 57.544, Carbohydrates (g): 108.857, Sugars (g): 5.072, Protein (g): 58.618","Recipe Canteen BMW: Baked Ziti with Italian Sausage. Short name Baked Ziti with Italian Sausage. Station Italian- Entrée. Portion 18 ounce with weight 567.239 grams. Sell price 8.31 dollars. Color tag ORANGE. Kcal/100g: 212.6860107, Kcal: 1206.438, Fat (g): 57.544, Carbohydrates (g): 108.857, Sugars (g): 5.072, Protein (g): 58.618."
food_147982_886721400530,147982,Canteen Pad Thai,Pad Thai,Asian- Entrée,9 ounce,255.146,886721400530,8.8,122.1520228,GREEN,311.666,10.972,37.951,13.474,17.791,"Kcal/100g: 122.1520228, Kcal: 311.666, Fat (g): 10.972, Carbohydrates (g): 37.951, Sugars (g): 13.474, Protein (g): 17.791","Recipe Canteen Pad Thai. Short name Pad Thai. Station Asian- Entrée. Portion 9 ounce with weight 255.146 grams. Sell price 8.8 dollars. Color tag GREEN. Kcal/100g: 122.1520228, Kcal: 311.666, Fat (g): 10.972, Carbohydrates (g): 37.951, Sugars (g): 13.474, Protein (g): 17.791."
food_10889_3_886721087786,10889.3,Yan-in-a-Bowl: Kung Pao Chicken with Peanuts,Kung Pao Chicken with Peanuts,Asian- Entrée,9 ounce,255.146,886721087786,8.8,145.5151168,YELLOW,371.276,21.964,25.761,13.826,20.111,"Kcal/100g: 145.5151168, Kcal: 371.276, Fat (g): 21.964, Carbohydrates (g): 25.761, Sugars (g): 13.826, Protein (g): 20.111","Recipe Yan-in-a-Bowl: Kung Pao Chicken with Peanuts. Short name Kung Pao Chicken with Peanuts. Station Asian- Entrée. Portion 9 ounce with weight 255.146 grams. Sell price 8.8 dollars. Color tag YELLOW. Kcal/100g: 145.5151168, Kcal: 371.276, Fat (g): 21.964, Carbohydrates (g): 25.761, Sugars (g): 13.826, Protein (g): 20.111."
food_86422_2_886721334224,86422.2,EUR: Gochujang Pork,gochujang pork,Asian- Entrée,9 ounce,240.295,886721334224,8.8,229.9207224,ORANGE,552.488,31.071,1.936,0.973,61.698,"Kcal/100g: 229.9207224, Kcal: 552.488, Fat (g): 31.071, Carbohydrates (g): 1.936, Sugars (g): 0.973, Protein (g): 61.698","Recipe EUR: Gochujang Pork. Short name gochujang pork. Station Asian- Entrée. Portion 9 ounce with weight 240.295 grams. Sell price 8.8 dollars. Color tag ORANGE. Kcal/100g: 229.9207224, Kcal: 552.488, Fat (g): 31.071, Carbohydrates (g): 1.936, Sugars (g): 0.973, Protein (g): 61.698."
food_135824_1_886721391210,135824.1,Canteen BMW: Pineapple Beet Poke Bowl,Pineapple Beet Poke Bowl,Vegetarian,1 serving(s),585.208,886721391210,8.91,88.78877254,GREEN,519.599,11.115,91.068,15.743,17.655,"Kcal/100g: 88.78877254, Kcal: 519.599, Fat (g): 11.115, Carbohydrates (g): 91.068, Sugars (g): 15.743, Protein (g): 17.655","Recipe Canteen BMW: Pineapple Beet Poke Bowl. Short name Pineapple Beet Poke Bowl. Station Vegetarian. Portion 1 serving(s) with weight 585.208 grams. Sell price 8.91 dollars. Color tag GREEN. Kcal/100g: 88.78877254, Kcal: 519.599, Fat (g): 11.115, Carbohydrates (g): 91.068, Sugars (g): 15.743, Protein (g): 17.655."
food_135826_194306517222,135826,Rooted: Indian Spiced Chickpea Bowl,Indian Spiced Chickpea Bowl,Vegetarian,1 serving(s),546.527,194306517222,8.91,95.82618974,GREEN,523.716,19.135,78.091,12.875,13.666,"Kcal/100g: 95.82618974, Kcal: 523.716, Fat (g): 19.135, Carbohydrates (g): 78.091, Sugars (g): 12.875, Protein (g): 13.666","Recipe Rooted: Indian Spiced Chickpea Bowl. Short name Indian Spiced Chickpea Bowl. Station Vegetarian. Portion 1 serving(s) with weight 546.527 grams. Sell price 8.91 dollars. Color tag GREEN. Kcal/100g: 95.82618974, Kcal: 523.716, Fat (g): 19.135, Carbohydrates (g): 78.091, Sugars (g): 12.875, Protein (g): 13.666."
food_140243_194306507605,140243,HC BBQ Rice Bowl,BBQ Rice Bowl,Vegetarian,1 serving(s),394.584,194306507605,8.91,98.74171279,GREEN,389.619,8.139,72.118,15.601,8.667,"Kcal/100g: 98.74171279, Kcal: 389.619, Fat (g): 8.139, Carbohydrates (g): 72.118, Sugars (g): 15.601, Protein (g): 8.667","Recipe HC BBQ Rice Bowl. Short name BBQ Rice Bowl. Station Vegetarian. Portion 1 serving(s) with weight 394.584 grams. Sell price 8.91 dollars. Color tag GREEN. Kcal/100g: 98.74171279, Kcal: 389.619, Fat (g): 8.139, Carbohydrates (g): 72.118, Sugars (g): 15.601, Protein (g): 8.667."
food_136285_7_886721415602,136285.7,Canteen BMW: Greek Grain Bowl,Greek Grain Bowl,Vegetarian,1 each,465.698,886721415602,8.91,114.6232108,GREEN,533.798,23.845,66.463,10.737,15.752,"Kcal/100g: 114.6232108, Kcal: 533.798, Fat (g): 23.845, Carbohydrates (g): 66.463, Sugars (g): 10.737, Protein (g): 15.752","Recipe Canteen BMW: Greek Grain Bowl. Short name Greek Grain Bowl. Station Vegetarian. Portion 1 each with weight 465.698 grams. Sell price 8.91 dollars. Color tag GREEN. Kcal/100g: 114.6232108, Kcal: 533.798, Fat (g): 23.845, Carbohydrates (g): 66.463, Sugars (g): 10.737, Protein (g): 15.752."
food_167341_1_886721415497,167341.1,Canteen BMW: Greek Chicken Salad,Greek Chicken Salad,Chef's Table,1 serving(s),540.417,886721415497,12.23,92.89604139,GREEN,502.026,28.322,17.766,10.65,47.319,"Kcal/100g: 92.89604139, Kcal: 502.026, Fat (g): 28.322, Carbohydrates (g): 17.766, Sugars (g): 10.65, Protein (g): 47.319","Recipe Canteen BMW: Greek Chicken Salad. Short name Greek Chicken Salad. Station Chef's Table. Portion 1 serving(s) with weight 540.417 grams. Sell price 12.23 dollars. Color tag GREEN. Kcal/100g: 92.89604139, Kcal: 502.026, Fat (g): 28.322, Carbohydrates (g): 17.766, Sugars (g): 10.65, Protein (g): 47.319."
food_42120_2_886721381464,42120.2,HC Lowcountry Shrimp and Grits,Lowcountry Shrimp & Grits,Chef's Table,1 each,318.778,886721381464,12.23,93.52401985,GREEN,298.134,13.912,24.182,3.782,16.046,"Kcal/100g: 93.52401985, Kcal: 298.134, Fat (g): 13.912, Carbohydrates (g): 24.182, Sugars (g): 3.782, Protein (g): 16.046","Recipe HC Lowcountry Shrimp and Grits. Short name Lowcountry Shrimp & Grits. Station Chef's Table. Portion 1 each with weight 318.778 grams. Sell price 12.23 dollars. Color tag GREEN. Kcal/100g: 93.52401985, Kcal: 298.134, Fat (g): 13.912, Carbohydrates (g): 24.182, Sugars (g): 3.782, Protein (g): 16.046."
food_30630_13_886721415480,30630.13,Canteen BMW: Strawberry Fields Chicken Salad,Strawberry Fields Salad,Chef's Table,1 each,455.407,886721415480,12.23,102.2371198,GREEN,465.595,26.81,20.861,11.643,40.564,"Kcal/100g: 102.2371198, Kcal: 465.595, Fat (g): 26.81, Carbohydrates (g): 20.861, Sugars (g): 11.643, Protein (g): 40.564","Recipe Canteen BMW: Strawberry Fields Chicken Salad. Short name Strawberry Fields Salad. Station Chef's Table. Portion 1 each with weight 455.407 grams. Sell price 12.23 dollars. Color tag GREEN. Kcal/100g: 102.2371198, Kcal: 465.595, Fat (g): 26.81, Carbohydrates (g): 20.861, Sugars (g): 11.643, Protein (g): 40.564."
food_88850_4_886721236542,88850.4,Canteen BMW: BBQ Chicken Salad,BBQ Chicken Salad,Chef's Table,1 each,528.422,886721236542,12.23,103.9423037,GREEN,549.254,25.261,41.731,17.295,41.922,"Kcal/100g: 103.9423037, Kcal: 549.254, Fat (g): 25.261, Carbohydrates (g): 41.731, Sugars (g): 17.295, Protein (g): 41.922","Recipe Canteen BMW: BBQ Chicken Salad. Short name BBQ Chicken Salad. Station Chef's Table. Portion 1 each with weight 528.422 grams. Sell price 12.23 dollars. Color tag GREEN. Kcal/100g: 103.9423037, Kcal: 549.254, Fat (g): 25.261, Carbohydrates (g): 41.731, Sugars (g): 17.295, Protein (g): 41.922."
food_106796_886721908111,106796,HC Cali Bowl,Cali Bowl,Chef's Table,1 each,379.536,886721908111,12.23,109.2117744,GREEN,414.498,16.293,58.56,13.457,13.827,"Kcal/100g: 109.2117744, Kcal: 414.498, Fat (g): 16.293, Carbohydrates (g): 58.56, Sugars (g): 13.457, Protein (g): 13.827","Recipe HC Cali Bowl. Short name Cali Bowl. Station Chef's Table. Portion 1 each with weight 379.536 grams. Sell price 12.23 dollars. Color tag GREEN. Kcal/100g: 109.2117744, Kcal: 414.498, Fat (g): 16.293, Carbohydrates (g): 58.56, Sugars (g): 13.457, Protein (g): 13.827."
food_12014_13_886721161332,12014.13,EUR: Brown Fried Rice,fried brown rice,Chef's Table,1 cup,222.736,886721161332,,78.42737591,GREEN,174.686,1.69,34.579,4.868,6.081,"Kcal/100g: 78.42737591, Kcal: 174.686, Fat (g): 1.69, Carbohydrates (g): 34.579, Sugars (g): 4.868, Protein (g): 6.081","Recipe EUR: Brown Fried Rice. Short name fried brown rice. Station Chef's Table. Portion 1 cup with weight 222.736 grams. Sell price NA dollars. Color tag GREEN. Kcal/100g: 78.42737591, Kcal: 174.686, Fat (g): 1.69, Carbohydrates (g): 34.579, Sugars (g): 4.868, Protein (g): 6.081."
